incident_id,fecha_incidente,anio,provincia_inferida,categoria_operativa_preliminar,final_label,label_model_confidence,agreement_score,was_used_in_training,vote_rules_heuristic,vote_ner_intensifiers,vote_semantic_cluster_proxy,vote_llm_as_annotator_proxy
1284583525490,2016-06-28,2016,Leon,incendio,P2,1.0,1.0,True,P2,P2,P2,P2
1284522507227,2015-12-28,2015,Avila,sanitario,P3,0.545455,0.5,True,P2,P3,P2,P3
1284484000720,2015-10-01,2015,Segovia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284874605125,2019-06-06,2019,Leon,incendio,P3,1.0,1.0,True,P3,P3,P3,P3
1284695784143,2016-12-31,2016,Segovia,trafico,P3,0.714286,0.75,True,P3,P3,P3,P2
1284850123891,2019-02-16,2019,Soria,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284316939386,2014-04-13,2014,Segovia,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284193620235,2011-10-05,2011,Leon,sanitario,P2,0.74026,0.75,True,P2,P3,P2,P2
1285121187800,2021-12-17,2021,Segovia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284320329571,2014-05-06,2014,Avila,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284569831847,2016-06-12,2016,Burgos,sanitario,P4,1.0,1.0,True,P4,P4,P4,P4
1285151137801,2022-03-29,2022,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285155045151,2022-04-09,2022,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284769176094,2017-12-10,2017,Avila,sanitario,P2,0.545455,0.5,True,P1,P2,P1,P2
1285230056311,2022-12-22,2022,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284805636365,2018-05-26,2018,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284271398250,2013-05-29,2013,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284200922097,2011-12-12,2011,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285035582096,2021-03-12,2021,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284310174192,2014-03-07,2014,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284312010593,2014-03-17,2014,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285183032836,2022-06-26,2022,Salamanca,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284987897406,2020-09-26,2020,Avila,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284886511526,2019-08-05,2019,Leon,sanitario,P2,1.0,1.0,True,P2,P2,P2,P2
1284889755908,2019-08-28,2019,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284410164038,2015-03-26,2015,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284456399349,2015-08-08,2015,Burgos,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284733717046,2017-06-10,2017,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284202445833,2011-12-23,2011,Leon,rescate_salvamento,P2,1.0,1.0,True,P2,P2,P2,P2
1284436433664,2015-06-18,2015,Leon,sanitario,P2,1.0,1.0,True,P2,P2,P2,P2
1284751594288,2017-09-15,2017,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284296330338,2013-12-07,2013,Segovia,trafico,P2,0.545455,0.5,True,P1,P2,P1,P2
1284831561508,2018-10-30,2018,Leon,sanitario,P2,0.74026,0.75,True,P2,P3,P2,P2
1284750278718,2017-09-10,2017,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284456595233,2015-08-09,2015,Avila,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284254811536,2013-01-27,2013,Leon,sanitario,P2,0.74026,0.75,True,P2,P3,P2,P2
1284878848417,2019-06-29,2019,Avila,sanitario,P4,1.0,1.0,True,P4,P4,P4,P4
1284449099674,2015-07-18,2015,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285200057689,2022-09-01,2022,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284760166335,2017-10-27,2017,Palencia,trafico,P2,0.74026,0.75,True,P2,P3,P2,P2
1284203931081,2012-01-08,2012,Palencia,sanitario,P2,0.74026,0.75,True,P2,P3,P2,P2
1284239414647,2012-10-28,2012,Segovia,incendio,P3,1.0,1.0,True,P3,P3,P3,P3
1284525945890,2016-01-18,2016,Soria,sanitario,P1,1.0,1.0,True,P1,P1,P1,P1
1284877499048,2019-06-23,2019,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284285510707,2013-09-16,2013,Burgos,incendio,P3,1.0,1.0,True,P3,P3,P3,P3
1284917462649,2019-12-21,2019,Leon,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284386650762,2014-12-02,2014,Leon,sanitario,P1,1.0,1.0,True,P1,P1,P1,P1
1285187500682,2022-07-10,2022,Salamanca,trafico,P1,0.74026,0.75,True,P1,P2,P1,P1
1285058633643,2021-05-22,2021,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284830977259,2018-10-27,2018,Zamora,trafico,P1,0.74026,0.75,True,P1,P2,P1,P1
1284902379540,2019-10-24,2019,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284351579196,2014-07-27,2014,Avila,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284284468581,2013-09-06,2013,Leon,trafico,P2,0.74026,0.75,True,P2,P3,P2,P2
1284279661517,2013-07-26,2013,Zamora,trafico,P4,1.0,1.0,True,P4,P4,P4,P4
1285106454049,2021-11-01,2021,Valladolid,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284673850824,2016-11-22,2016,Palencia,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284701928635,2017-01-20,2017,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1274785329128,2010-05-28,2010,Avila,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284818378745,2018-08-05,2018,Avila,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1285077283363,2021-07-17,2021,Segovia,sanitario,P4,1.0,1.0,True,P4,P4,P4,P4
1284270702854,2013-05-23,2013,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284312921024,2014-03-22,2014,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1285182808061,2022-06-24,2022,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284795301827,2018-04-05,2018,Zamora,trafico,P2,0.74026,0.75,True,P2,P3,P2,P2
1284303961715,2014-02-06,2014,Segovia,sanitario,P1,1.0,1.0,True,P1,P1,P1,P1
1284623553932,2016-07-19,2016,Leon,incendio,P1,1.0,1.0,True,P1,P1,P1,P1
1285040301074,2021-03-29,2021,Burgos,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284733729795,2017-06-10,2017,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284252054433,2013-01-06,2013,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284650717998,2016-09-25,2016,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284809247321,2018-06-14,2018,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284882762032,2019-07-19,2019,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284646415446,2016-09-11,2016,Leon,trafico,P1,0.74026,0.75,True,P1,P2,P1,P1
1284870100831,2019-05-15,2019,Palencia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285026652939,2021-02-14,2021,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284219784944,2012-05-09,2012,Palencia,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1285141780554,2022-02-28,2022,Palencia,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284256622665,2013-02-08,2013,Palencia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1252045818769,2009-09-07,2009,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284245670139,2012-11-26,2012,Leon,sanitario,P2,0.74026,0.75,True,P2,P3,P2,P2
1284814128219,2018-07-09,2018,Leon,sanitario,P4,0.714286,0.75,True,P4,P4,P4,P3
1285037745867,2021-03-20,2021,Avila,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284992386548,2020-10-11,2020,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284530759249,2016-02-14,2016,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284754566870,2017-10-02,2017,Segovia,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284338775684,2014-07-01,2014,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285058701313,2021-05-23,2021,Segovia,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284619269998,2016-07-13,2016,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284197950863,2011-11-12,2011,Burgos,sanitario,P3,0.545455,0.5,True,P2,P3,P2,P3
1284270505384,2013-05-23,2013,Leon,incendio,P2,1.0,1.0,True,P2,P2,P2,P2
1284319754640,2014-05-02,2014,Burgos,incendio,P1,1.0,1.0,True,P1,P1,P1,P1
1284553287207,2016-04-27,2016,Burgos,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284368307280,2014-09-19,2014,Palencia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284316923179,2014-04-11,2014,Burgos,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284550481399,2016-04-18,2016,Palencia,rescate_salvamento,P1,1.0,1.0,True,P1,P1,P1,P1
1284304050096,2014-02-06,2014,Leon,sanitario,P3,0.545455,0.5,True,P2,P3,P2,P3
1284713774851,2017-03-07,2017,Burgos,incendio,P2,1.0,1.0,True,P2,P2,P2,P2
1284410651964,2015-03-29,2015,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284714847452,2017-03-12,2017,Salamanca,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284655119546,2016-10-05,2016,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284807665092,2018-06-06,2018,Segovia,sanitario,P2,0.74026,0.75,True,P2,P3,P2,P2
1284830357870,2018-10-23,2018,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1285086549344,2021-08-27,2021,Valladolid,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284904307092,2019-11-04,2019,Zamora,sanitario,P4,1.0,1.0,True,P4,P4,P4,P4
1284974432199,2020-08-01,2020,Avila,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284153812624,2011-01-10,2011,Soria,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284271187595,2013-05-27,2013,Palencia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284571246445,2016-06-15,2016,Burgos,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1285017031476,2021-01-12,2021,Salamanca,sanitario,P3,0.545455,0.5,True,P2,P3,P2,P3
1284232211948,2012-08-06,2012,Avila,trafico,P3,0.545455,0.5,True,P2,P3,P2,P3
1284263860288,2013-04-08,2013,Salamanca,rescate_salvamento,P2,1.0,1.0,True,P2,P2,P2,P2
1284265144331,2013-04-14,2013,Salamanca,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284558279363,2016-05-15,2016,Valladolid,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284769178794,2017-12-10,2017,Burgos,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284198644424,2011-11-21,2011,Leon,sanitario,P1,1.0,1.0,True,P1,P1,P1,P1
1284923356425,2020-01-21,2020,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284452157217,2015-07-27,2015,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285193342054,2022-07-30,2022,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284977025457,2020-08-16,2020,Burgos,trafico,P1,0.74026,0.75,True,P1,P2,P1,P1
1284882522789,2019-07-18,2019,Soria,sanitario,P1,1.0,1.0,True,P1,P1,P1,P1
1284839342090,2018-12-16,2018,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284886594982,2019-08-05,2019,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284368599604,2014-09-21,2014,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284869360525,2019-05-10,2019,Avila,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284279739670,2013-07-26,2013,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284761394175,2017-11-02,2017,Avila,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284299100821,2013-12-27,2013,Segovia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284233184484,2012-08-17,2012,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284867702017,2019-05-03,2019,Leon,incendio,P1,1.0,1.0,True,P1,P1,P1,P1
1284741283018,2017-07-17,2017,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284742381470,2017-07-22,2017,Soria,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284958809587,2020-06-05,2020,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284468673090,2015-09-13,2015,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284627700021,2016-08-02,2016,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284298737967,2013-12-21,2013,Salamanca,incendio,P1,1.0,1.0,True,P1,P1,P1,P1
1285125012706,2021-12-28,2021,Valladolid,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284217723206,2012-04-20,2012,Burgos,incendio,P2,1.0,1.0,True,P2,P2,P2,P2
1284650671890,2016-09-24,2016,Burgos,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1269527256115,2010-03-26,2010,Avila,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285124255808,2021-12-24,2021,Leon,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284891387152,2019-09-06,2019,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284732101176,2017-06-04,2017,Segovia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1279788340761,2010-07-22,2010,Avila,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284426716681,2015-05-17,2015,Segovia,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284518061377,2015-12-21,2015,Palencia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1264672030515,2010-01-30,2010,Leon,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284316414607,2014-04-08,2014,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1230026252443,2008-12-24,2008,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284217734633,2012-04-21,2012,Palencia,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1285164816257,2022-05-02,2022,Valladolid,trafico,P1,0.74026,0.75,True,P1,P2,P1,P1
1284647629030,2016-09-14,2016,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285118925973,2021-12-10,2021,Avila,incendio,P2,1.0,1.0,True,P2,P2,P2,P2
1284528162736,2016-01-31,2016,Salamanca,trafico,P3,0.545455,0.5,True,P2,P3,P2,P3
1284217728587,2012-04-20,2012,Burgos,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284525756374,2016-01-16,2016,Valladolid,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284209413416,2012-02-17,2012,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284448303004,2015-07-16,2015,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284430458942,2015-05-28,2015,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284862956988,2019-04-08,2019,Burgos,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284549829936,2016-04-17,2016,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284270950853,2013-05-26,2013,Soria,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284212688765,2012-03-13,2012,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284349676938,2014-07-22,2014,Segovia,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1242713749889,2009-05-19,2009,Avila,sanitario,P1,1.0,1.0,True,P1,P1,P1,P1
1284523147256,2015-12-30,2015,Avila,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1272896322893,2010-05-04,2010,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284752937649,2017-09-23,2017,Avila,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284152962934,2010-12-30,2010,Palencia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284405710818,2015-03-11,2015,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284280015227,2013-07-30,2013,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284327521900,2014-05-30,2014,Leon,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1259395781675,2009-12-03,2009,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284280530419,2013-08-05,2013,Avila,incendio,P3,1.0,1.0,True,P3,P3,P3,P3
1285185147910,2022-07-03,2022,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284801577361,2018-05-07,2018,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1285225572893,2022-12-03,2022,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285056748715,2021-05-18,2021,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285005363099,2020-11-25,2020,Zamora,incendio,P2,1.0,1.0,True,P2,P2,P2,P2
1284235123824,2012-09-16,2012,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284249609932,2012-12-15,2012,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284204770813,2012-01-12,2012,Segovia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284237173040,2012-10-06,2012,Avila,incendio,P1,0.74026,0.75,True,P1,P2,P1,P1
1284279871629,2013-07-29,2013,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284803091964,2018-05-15,2018,Leon,sanitario,P4,1.0,1.0,True,P4,P4,P4,P4
1284883043000,2019-07-22,2019,Soria,sanitario,P2,1.0,1.0,True,P2,P2,P2,P2
1284305475629,2014-02-15,2014,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1285108106434,2021-11-05,2021,Zamora,trafico,P3,0.545455,0.5,True,P2,P3,P2,P3
1284299023913,2013-12-26,2013,Soria,incendio,P1,1.0,1.0,True,P1,P1,P1,P1
1284978796366,2020-08-24,2020,Avila,sanitario,P4,1.0,1.0,True,P4,P4,P4,P4
1284747697867,2017-08-23,2017,Burgos,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1281176747929,2010-08-25,2010,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284626906013,2016-07-28,2016,Palencia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284764743366,2017-11-19,2017,Avila,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284231983101,2012-08-03,2012,Burgos,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284873576528,2019-06-02,2019,Avila,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1285010697519,2020-12-14,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284198048645,2011-11-14,2011,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1218521322780,2008-08-17,2008,Leon,incendio,P3,1.0,1.0,True,P3,P3,P3,P3
1284928764678,2020-02-06,2020,Palencia,sanitario,P1,1.0,1.0,True,P1,P1,P1,P1
1284868076357,2019-05-06,2019,Avila,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284759935582,2017-10-26,2017,Leon,sanitario,P3,0.74026,0.75,True,P3,P4,P3,P3
1246989512560,2009-07-10,2009,Leon,trafico,P2,0.545455,0.5,True,P1,P2,P1,P2
1285015748310,2021-01-06,2021,Zamora,sanitario,P2,0.74026,0.75,True,P2,P3,P2,P2
1284235688323,2012-09-21,2012,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285071778886,2021-06-30,2021,Burgos,sanitario,P4,0.545455,0.5,True,P3,P4,P3,P4
1284280367523,2013-08-03,2013,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284237581276,2012-10-14,2012,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1285110579694,2021-11-13,2021,Leon,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284541570705,2016-03-20,2016,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284334357951,2014-06-18,2014,Zamora,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284880248136,2019-07-08,2019,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1234257321241,2009-02-15,2009,Zamora,sanitario,P2,0.74026,0.75,True,P2,P3,P2,P2
1284555054635,2016-05-04,2016,Burgos,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284722005222,2017-04-15,2017,Burgos,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284324033919,2014-05-19,2014,Palencia,trafico,P4,1.0,1.0,True,P4,P4,P4,P4
1284289779257,2013-10-18,2013,Zamora,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1245330555583,2009-06-21,2009,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284811699991,2018-06-25,2018,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284933840715,2020-02-22,2020,Segovia,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284304278098,2014-02-08,2014,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1229076692894,2008-12-17,2008,Burgos,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284371397499,2014-10-02,2014,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284759465728,2017-10-25,2017,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284297672876,2013-12-17,2013,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284142063866,2010-10-17,2010,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284745254984,2017-08-05,2017,Zamora,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284987897557,2020-09-26,2020,Avila,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284934752367,2020-02-26,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285035945283,2021-03-15,2021,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284365931945,2014-09-12,2014,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1240837901796,2009-04-29,2009,Palencia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
