incident_id,fecha_incidente,anio,provincia_inferida,categoria_operativa_preliminar,final_label,label_model_confidence,agreement_score,was_used_in_training,vote_rules_heuristic,vote_ner_intensifiers,vote_semantic_cluster_proxy,vote_llm_as_annotator_proxy
1285008654220,2020-12-04,2020,Burgos,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1285008431592,2020-12-04,2020,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1285008423626,2020-12-03,2020,Salamanca,trafico,P2,0.74026,0.75,True,P2,P3,P2,P2
1285008231242,2020-12-03,2020,Burgos,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1285008225796,2020-12-03,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285008062129,2020-12-03,2020,Valladolid,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1285007793089,2020-12-03,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285007702854,2020-12-03,2020,Soria,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1285007562827,2020-12-02,2020,Avila,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285007260792,2020-12-02,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285007142390,2020-12-01,2020,Segovia,sanitario,P4,0.545455,0.5,True,P3,P4,P3,P4
1285006625824,2020-11-30,2020,Burgos,trafico,P2,0.545455,0.5,True,P1,P2,P1,P2
1285006621818,2020-11-30,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285006621677,2020-11-30,2020,Burgos,sanitario,P4,0.545455,0.5,True,P3,P4,P3,P4
1285006415758,2020-11-30,2020,Segovia,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1285006295135,2020-11-29,2020,Leon,sanitario,P4,1.0,1.0,True,P4,P4,P4,P4
1285006284242,2020-11-29,2020,Burgos,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1285006150383,2020-11-27,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285005389467,2020-11-25,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285005384484,2020-11-25,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285005363099,2020-11-25,2020,Zamora,incendio,P2,1.0,1.0,True,P2,P2,P2,P2
1285004953709,2020-11-24,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285004909648,2020-11-24,2020,Leon,trafico,P2,0.545455,0.5,True,P1,P2,P1,P2
1285004318564,2020-11-23,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285004232834,2020-11-22,2020,Burgos,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1285004186332,2020-11-21,2020,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1285003712711,2020-11-19,2020,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285003406146,2020-11-18,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285003392962,2020-11-18,2020,Zamora,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1285002973342,2020-11-17,2020,Segovia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285002598231,2020-11-16,2020,Valladolid,trafico,P1,0.74026,0.75,True,P1,P2,P1,P1
1285002598077,2020-11-16,2020,Valladolid,trafico,P1,0.74026,0.75,True,P1,P2,P1,P1
1285002594542,2020-11-16,2020,Salamanca,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1285002248027,2020-11-15,2020,Palencia,incendio,P2,1.0,1.0,True,P2,P2,P2,P2
1285002175838,2020-11-14,2020,Zamora,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1285002174894,2020-11-13,2020,Valladolid,sanitario,P2,0.74026,0.75,True,P2,P3,P2,P2
1285002128153,2020-11-13,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285000603331,2020-11-10,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285000140027,2020-11-08,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285000136238,2020-11-08,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1285000119765,2020-11-07,2020,Palencia,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1285000006270,2020-11-06,2020,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284999687138,2020-11-05,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284999589217,2020-11-05,2020,Palencia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284999243673,2020-11-05,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284998839972,2020-11-04,2020,Valladolid,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284998490077,2020-11-03,2020,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284998421601,2020-11-02,2020,Palencia,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284998412874,2020-11-02,2020,Leon,sanitario,P2,0.74026,0.75,True,P2,P3,P2,P2
1284998402842,2020-11-01,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284998355208,2020-11-01,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284998349321,2020-11-01,2020,Leon,sanitario,P4,1.0,1.0,True,P4,P4,P4,P4
1284998346721,2020-11-01,2020,Palencia,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284998340585,2020-10-31,2020,Salamanca,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284998339936,2020-10-31,2020,Leon,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284998301780,2020-10-31,2020,Leon,incendio,P2,1.0,1.0,True,P2,P2,P2,P2
1284998299898,2020-10-31,2020,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284998298035,2020-10-31,2020,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284998295722,2020-10-31,2020,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284997866671,2020-10-30,2020,Burgos,incendio,P2,1.0,1.0,True,P2,P2,P2,P2
1284996988798,2020-10-28,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284996404201,2020-10-26,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284996128672,2020-10-25,2020,Avila,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284996062301,2020-10-25,2020,Valladolid,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284996058374,2020-10-25,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284996032310,2020-10-24,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284995995755,2020-10-24,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284995984284,2020-10-24,2020,Zamora,trafico,P2,0.74026,0.75,True,P2,P3,P2,P2
1284995873105,2020-10-23,2020,Avila,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284995502836,2020-10-22,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284995188772,2020-10-21,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284995171212,2020-10-21,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284994916123,2020-10-21,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284994202998,2020-10-19,2020,Palencia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284994175446,2020-10-18,2020,Palencia,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284994102087,2020-10-18,2020,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284994097639,2020-10-18,2020,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284994009181,2020-10-17,2020,Burgos,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284993713303,2020-10-15,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284993525277,2020-10-15,2020,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284993295710,2020-10-15,2020,Valladolid,sanitario,P2,0.74026,0.75,True,P2,P3,P2,P2
1284993232019,2020-10-14,2020,Burgos,trafico,P3,0.714286,0.75,True,P3,P3,P3,P2
1284992740162,2020-10-13,2020,Salamanca,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284992404928,2020-10-12,2020,Leon,incendio,P2,1.0,1.0,True,P2,P2,P2,P2
1284992403243,2020-10-12,2020,Soria,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284992386548,2020-10-11,2020,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284992342133,2020-10-11,2020,Segovia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284992292549,2020-10-10,2020,Salamanca,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284992290875,2020-10-10,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284992271271,2020-10-09,2020,Avila,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284992216752,2020-10-09,2020,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284992071095,2020-10-09,2020,Palencia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284991904565,2020-10-08,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284991759120,2020-10-08,2020,Leon,trafico,P3,0.545455,0.5,True,P2,P3,P2,P3
1284991434598,2020-10-07,2020,Soria,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284990732798,2020-10-06,2020,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284990424001,2020-10-04,2020,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284990365716,2020-10-04,2020,Leon,sanitario,P4,1.0,1.0,True,P4,P4,P4,P4
1284990363929,2020-10-04,2020,Leon,incendio,P2,1.0,1.0,True,P2,P2,P2,P2
1284990361477,2020-10-04,2020,Salamanca,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284990344177,2020-10-03,2020,Burgos,incendio,P3,1.0,1.0,True,P3,P3,P3,P3
1284990339400,2020-10-03,2020,Burgos,incendio,P2,0.74026,0.75,True,P2,P3,P2,P2
1284990279215,2020-10-02,2020,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284990278512,2020-10-02,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284989875096,2020-10-01,2020,Salamanca,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284989462352,2020-10-01,2020,Burgos,incendio,P1,1.0,1.0,True,P1,P1,P1,P1
1284989335970,2020-09-30,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284988493635,2020-09-28,2020,Segovia,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284987973335,2020-09-27,2020,Salamanca,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284987967181,2020-09-27,2020,Segovia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284987965306,2020-09-27,2020,Segovia,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284987960952,2020-09-26,2020,Leon,sanitario,P2,1.0,1.0,True,P2,P2,P2,P2
1284987949035,2020-09-27,2020,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284987901749,2020-09-26,2020,Avila,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284987901602,2020-09-26,2020,Segovia,trafico,P1,0.74026,0.75,True,P1,P2,P1,P1
1284987897557,2020-09-26,2020,Avila,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284987897406,2020-09-26,2020,Avila,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284987875855,2020-09-26,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284987875167,2020-09-26,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284987626618,2020-09-25,2020,Segovia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284987397232,2020-09-25,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284987212445,2020-09-24,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284986882259,2020-09-23,2020,Avila,incendio,P2,1.0,1.0,True,P2,P2,P2,P2
1284985893690,2020-09-20,2020,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284985798577,2020-09-20,2020,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284985796125,2020-09-20,2020,Leon,sanitario,P2,1.0,1.0,True,P2,P2,P2,P2
1284985731368,2020-09-19,2020,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284985707584,2020-09-19,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284985648871,2020-09-18,2020,Zamora,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284985648138,2020-09-18,2020,Soria,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284985184428,2020-09-17,2020,Segovia,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284984886725,2020-09-17,2020,Salamanca,incendio,P3,1.0,1.0,True,P3,P3,P3,P3
1284984880383,2020-09-17,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284984843492,2020-09-16,2020,Zamora,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284984273755,2020-09-15,2020,Segovia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284984050833,2020-09-14,2020,Segovia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284983852635,2020-09-14,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284983799070,2020-09-13,2020,Segovia,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284983760850,2020-09-14,2020,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284983689578,2020-09-13,2020,Leon,rescate_salvamento,P3,1.0,1.0,True,P3,P3,P3,P3
1284983618666,2020-09-12,2020,Segovia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284983604498,2020-09-12,2020,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284983540658,2020-09-11,2020,Avila,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284982923069,2020-09-09,2020,Soria,sanitario,P1,1.0,1.0,True,P1,P1,P1,P1
1284982704863,2020-09-09,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284982636608,2020-09-08,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284982464287,2020-09-07,2020,Zamora,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284982090702,2020-09-05,2020,Segovia,sanitario,P1,1.0,1.0,True,P1,P1,P1,P1
1284982063872,2020-09-05,2020,Segovia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284982036198,2020-09-04,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284982033093,2020-09-04,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284981973920,2020-09-04,2020,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284981961056,2020-09-04,2020,Leon,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284981817776,2020-09-04,2020,Leon,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284981798754,2020-09-04,2020,Valladolid,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284981743448,2020-09-04,2020,Zamora,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284981592561,2020-09-03,2020,Burgos,incendio,P2,1.0,1.0,True,P2,P2,P2,P2
1284981327502,2020-09-02,2020,Leon,rescate_salvamento,P3,1.0,1.0,True,P3,P3,P3,P3
1284981322362,2020-09-02,2020,Burgos,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284981318818,2020-09-02,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284981035135,2020-09-01,2020,Soria,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284981032377,2020-09-02,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284980975599,2020-09-01,2020,Burgos,trafico,P1,0.74026,0.75,True,P1,P2,P1,P1
1284980957752,2020-09-01,2020,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284980642075,2020-08-31,2020,Leon,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284980469625,2020-08-31,2020,Salamanca,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284980350423,2020-08-31,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284980301383,2020-08-30,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284980286307,2020-08-29,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284980241340,2020-08-29,2020,Avila,sanitario,P2,1.0,1.0,True,P2,P2,P2,P2
1284980241195,2020-08-29,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284980228112,2020-08-29,2020,Zamora,sanitario,P1,1.0,1.0,True,P1,P1,P1,P1
1284979739250,2020-08-27,2020,Avila,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284979531048,2020-08-26,2020,Leon,sanitario,P2,1.0,1.0,True,P2,P2,P2,P2
1284979524538,2020-08-26,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284979476477,2020-08-26,2020,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284979098000,2020-08-25,2020,Palencia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284978796366,2020-08-24,2020,Avila,sanitario,P4,1.0,1.0,True,P4,P4,P4,P4
1284978655172,2020-08-24,2020,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284978495522,2020-08-22,2020,Salamanca,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284978488126,2020-08-21,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284978486379,2020-08-21,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284978430283,2020-08-21,2020,Avila,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284978421100,2020-08-21,2020,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284978307622,2020-08-21,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284978298490,2020-08-21,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284978283962,2020-08-21,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284978223581,2020-08-21,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284978180509,2020-08-20,2020,Burgos,trafico,P3,0.714286,0.75,True,P3,P3,P3,P2
1284978170174,2020-08-20,2020,Burgos,incendio,P2,0.74026,0.75,True,P2,P3,P2,P2
1284978102442,2020-08-20,2020,Burgos,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284977779688,2020-08-19,2020,Avila,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284977339598,2020-08-18,2020,Salamanca,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284977250857,2020-08-17,2020,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284977116307,2020-08-17,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284977025457,2020-08-16,2020,Burgos,trafico,P1,0.74026,0.75,True,P1,P2,P1,P1
1284977011019,2020-08-16,2020,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284977010457,2020-08-15,2020,Burgos,sanitario,P3,0.74026,0.75,True,P3,P4,P3,P3
1284976965351,2020-08-15,2020,Segovia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284976960480,2020-08-14,2020,Zamora,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284976915360,2020-08-14,2020,Leon,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284976702562,2020-08-14,2020,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284976560745,2020-08-13,2020,Valladolid,trafico,P3,1.0,1.0,True,P3,P3,P3,P3
1284976413379,2020-08-12,2020,Palencia,rescate_salvamento,P1,1.0,1.0,True,P1,P1,P1,P1
1284976364746,2020-08-12,2020,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284976342073,2020-08-12,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284976307758,2020-08-12,2020,Avila,trafico,P2,0.545455,0.5,True,P1,P2,P1,P2
1284976155211,2020-08-12,2020,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284976154341,2020-08-11,2020,Avila,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284975994471,2020-08-11,2020,Leon,trafico,P3,0.545455,0.5,True,P2,P3,P2,P3
1284975970374,2020-08-10,2020,Burgos,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284975929100,2020-08-10,2020,Leon,sanitario,P4,1.0,1.0,True,P4,P4,P4,P4
1284975924422,2020-08-10,2020,Zamora,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284975753628,2020-08-09,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284975735034,2020-08-08,2020,Avila,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284975730721,2020-08-08,2020,Avila,sanitario,P3,1.0,1.0,True,P3,P3,P3,P3
1284975726027,2020-08-08,2020,Leon,sanitario,P1,1.0,1.0,True,P1,P1,P1,P1
1284975717287,2020-08-08,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284975668114,2020-08-07,2020,Avila,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284975400844,2020-08-06,2020,Avila,sanitario,P2,1.0,1.0,True,P2,P2,P2,P2
1284975325910,2020-08-06,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284975297362,2020-08-06,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284975232906,2020-08-05,2020,Valladolid,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284974727231,2020-08-04,2020,Zamora,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284974685348,2020-08-03,2020,Segovia,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284974685180,2020-08-03,2020,Salamanca,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284974438166,2020-08-02,2020,Burgos,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
1284974432199,2020-08-01,2020,Avila,trafico,P2,1.0,1.0,True,P2,P2,P2,P2
1284974415748,2020-08-01,2020,Leon,trafico,P1,1.0,1.0,True,P1,P1,P1,P1
